trekker_id,route_name,timestamp,latitude,longitude,is_on_route,nearest_viewpoint,distance_to_viewpoint,crowd_at_viewpoint,is_anomaly,anomaly_type,severity
0,Dzukou_Valley_Trek,2025-09-13 19:34:45.953228,25.5788,93.8933,True,Photo Point,2.993890608483686,0,False,normal,low
0,Dzukou_Valley_Trek,2025-09-13 20:34:45.953228,25.58165,93.89725,False,Photo Point,2.4874111727125636,0,False,normal,low
0,Dzukou_Valley_Trek,2025-09-13 21:34:45.953228,25.5845,93.9012,True,Photo Point,1.9813700117340451,0,False,normal,low
0,Dzukou_Valley_Trek,2025-09-13 22:34:45.953228,25.5873,93.90505,True,Photo Point,1.4872488546562763,0,False,normal,low
0,Dzukou_Valley_Trek,2025-09-13 23:34:45.953228,25.5901,93.9089,True,Photo Point,0.995012266906782,0,False,normal,low
0,Dzukou_Valley_Trek,2025-09-14 00:34:45.953228,25.593610818486923,93.91234858098187,True,Photo Point,0.4736139492908346,0,False,normal,low
0,Dzukou_Valley_Trek,2025-09-14 01:34:45.953228,25.596423808558455,93.91563217416535,True,Photo Point,0.03088010885302763,3,False,normal,low
0,Dzukou_Valley_Trek,2025-09-14 02:34:45.953228,25.5995,93.9195,True,Photo Point,0.4998915690885426,0,False,normal,low
0,Dzukou_Valley_Trek,2025-09-14 03:34:45.953228,25.6023,93.9234,True,Sunrise Point,0.41151669636051724,0,False,normal,low
0,Dzukou_Valley_Trek,2025-09-14 04:34:45.953228,25.6056,93.92675,True,Sunrise Point,0.12241713459776492,0,False,normal,low
0,Dzukou_Valley_Trek,2025-09-14 05:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,5,False,normal,low
0,Dzukou_Valley_Trek,2025-09-14 06:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,26,False,normal,low
0,Dzukou_Valley_Trek,2025-09-14 07:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,10,False,normal,low
0,Dzukou_Valley_Trek,2025-09-14 08:34:45.953228,25.608726039946458,93.93048341829295,True,Valley Viewpoint,0.04303798922774935,7,False,normal,low
0,Dzukou_Valley_Trek,2025-09-14 09:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,15,False,normal,low
0,Dzukou_Valley_Trek,2025-09-14 10:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,39,True,overcrowding,medium
0,Dzukou_Valley_Trek,2025-09-14 11:34:45.953228,25.60914401130196,93.93106936111901,True,Valley Viewpoint,0.10091539985256684,0,False,normal,low
0,Dzukou_Valley_Trek,2025-09-14 12:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,35,True,overcrowding,medium
0,Dzukou_Valley_Trek,2025-09-14 13:34:45.953228,25.609074420253755,93.92982301963646,True,Valley Viewpoint,0.03387488061127932,24,True,overcrowding,medium
0,Dzukou_Valley_Trek,2025-09-14 14:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,31,True,overcrowding,medium
0,Dzukou_Valley_Trek,2025-09-14 15:34:45.953228,25.609524842104996,93.92951622203732,True,Valley Viewpoint,0.09085078439523162,5,True,overcrowding,medium
0,Dzukou_Valley_Trek,2025-09-14 16:34:45.953228,25.608613799268472,93.92943674154489,True,Valley Viewpoint,0.07372815154269975,21,True,overcrowding,medium
0,Dzukou_Valley_Trek,2025-09-14 17:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,10,False,normal,low
0,Dzukou_Valley_Trek,2025-09-14 18:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,15,False,normal,low
0,Dzukou_Valley_Trek,2025-09-14 19:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,1,False,normal,low
0,Dzukou_Valley_Trek,2025-09-14 20:34:45.953228,25.608876741240408,93.93096890141187,True,Valley Viewpoint,0.0871646393122815,2,False,normal,low
0,Dzukou_Valley_Trek,2025-09-14 21:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,0,False,normal,low
0,Dzukou_Valley_Trek,2025-09-14 22:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,5,False,normal,low
0,Dzukou_Valley_Trek,2025-09-14 23:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,4,False,normal,low
0,Dzukou_Valley_Trek,2025-09-15 00:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,0,False,normal,low
0,Dzukou_Valley_Trek,2025-09-15 01:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,1,False,normal,low
0,Dzukou_Valley_Trek,2025-09-15 02:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,2,False,normal,low
0,Dzukou_Valley_Trek,2025-09-15 03:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,3,False,normal,low
0,Dzukou_Valley_Trek,2025-09-15 04:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,5,False,normal,low
0,Dzukou_Valley_Trek,2025-09-15 05:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,4,False,normal,low
0,Dzukou_Valley_Trek,2025-09-15 06:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,24,False,normal,low
0,Dzukou_Valley_Trek,2025-09-15 07:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,6,False,normal,low
0,Dzukou_Valley_Trek,2025-09-15 08:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,24,False,normal,low
0,Dzukou_Valley_Trek,2025-09-15 09:34:45.953228,25.60871399105193,93.93052539831208,True,Valley Viewpoint,0.04740554014127233,15,False,normal,low
0,Dzukou_Valley_Trek,2025-09-15 10:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,8,True,overcrowding,medium
0,Dzukou_Valley_Trek,2025-09-15 11:34:45.953228,25.6083441411505,93.92889976849412,True,Valley Viewpoint,0.1352935118423358,0,False,normal,low
0,Dzukou_Valley_Trek,2025-09-15 12:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,16,True,overcrowding,medium
0,Dzukou_Valley_Trek,2025-09-15 13:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,26,True,overcrowding,medium
0,Dzukou_Valley_Trek,2025-09-15 14:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,40,True,overcrowding,medium
0,Dzukou_Valley_Trek,2025-09-15 15:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,37,True,overcrowding,medium
0,Dzukou_Valley_Trek,2025-09-15 16:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,12,True,overcrowding,medium
0,Dzukou_Valley_Trek,2025-09-15 17:34:45.953228,25.608892716713857,93.92969015002986,True,Valley Viewpoint,0.04110434878374399,15,False,normal,low
0,Dzukou_Valley_Trek,2025-09-15 18:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,19,False,normal,low
0,Dzukou_Valley_Trek,2025-09-15 19:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,3,False,normal,low
0,Dzukou_Valley_Trek,2025-09-15 20:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,0,False,normal,low
0,Dzukou_Valley_Trek,2025-09-15 21:34:45.953228,25.60915460778353,93.93057232386974,True,Valley Viewpoint,0.055177463443215204,2,False,normal,low
0,Dzukou_Valley_Trek,2025-09-15 22:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,0,False,normal,low
0,Dzukou_Valley_Trek,2025-09-15 23:34:45.953228,25.6088822373508,93.93040638479738,True,Valley Viewpoint,0.03078516334603912,5,False,normal,low
0,Dzukou_Valley_Trek,2025-09-16 00:34:45.953228,25.608408991059804,93.93034102458891,True,Valley Viewpoint,0.059707634304708865,1,False,normal,low
0,Dzukou_Valley_Trek,2025-09-16 01:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,2,False,normal,low
0,Dzukou_Valley_Trek,2025-09-16 02:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,5,False,normal,low
0,Dzukou_Valley_Trek,2025-09-16 03:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,0,False,normal,low
0,Dzukou_Valley_Trek,2025-09-16 04:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,1,False,normal,low
0,Dzukou_Valley_Trek,2025-09-16 05:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,2,False,normal,low
0,Dzukou_Valley_Trek,2025-09-16 06:34:45.953228,25.608728022609238,93.93026385034459,True,Valley Viewpoint,0.025211513780468427,7,False,normal,low
0,Dzukou_Valley_Trek,2025-09-16 07:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,21,False,normal,low
0,Dzukou_Valley_Trek,2025-09-16 08:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,16,False,normal,low
0,Dzukou_Valley_Trek,2025-09-16 09:34:45.953228,25.608438115092515,93.9302485618223,True,Valley Viewpoint,0.05347599034397442,12,False,normal,low
0,Dzukou_Valley_Trek,2025-09-16 10:34:45.953228,25.60909568714456,93.93050233947501,True,Valley Viewpoint,0.04583720850588974,44,True,overcrowding,medium
0,Dzukou_Valley_Trek,2025-09-16 11:34:45.953228,25.609015896759352,93.92988822500494,True,Valley Viewpoint,0.02483958397043356,34,True,overcrowding,medium
0,Dzukou_Valley_Trek,2025-09-16 12:34:45.953228,25.60955142330043,93.92946833169538,True,Valley Viewpoint,0.096221438789514,28,True,overcrowding,medium
0,Dzukou_Valley_Trek,2025-09-16 13:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,39,True,overcrowding,medium
0,Dzukou_Valley_Trek,2025-09-16 14:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,27,True,overcrowding,medium
0,Dzukou_Valley_Trek,2025-09-16 15:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,28,True,overcrowding,medium
0,Dzukou_Valley_Trek,2025-09-16 16:34:45.953228,25.608191955510005,93.92923040719985,True,Valley Viewpoint,0.11748054152064381,0,False,normal,low
0,Dzukou_Valley_Trek,2025-09-16 17:34:45.953228,25.6088681822873,93.92958637046968,True,Valley Viewpoint,0.05162390956481983,27,False,normal,low
0,Dzukou_Valley_Trek,2025-09-16 18:34:45.953228,25.6089,93.9301,True,Valley Viewpoint,0.0,13,False,normal,low
1,Dzukou_Valley_Trek,2025-09-13 19:34:45.974607,25.5788,93.8933,True,Photo Point,2.993890608483686,0,False,normal,low
1,Dzukou_Valley_Trek,2025-09-13 20:34:45.974607,25.58165,93.89725,False,Photo Point,2.4874111727125636,0,False,normal,low
1,Dzukou_Valley_Trek,2025-09-13 21:34:45.974607,25.5845,93.9012,True,Photo Point,1.9813700117340451,0,False,normal,low
1,Dzukou_Valley_Trek,2025-09-13 22:34:45.974607,25.5873,93.90505,True,Photo Point,1.4872488546562763,0,False,normal,low
1,Dzukou_Valley_Trek,2025-09-13 23:34:45.974607,25.5901,93.9089,True,Photo Point,0.995012266906782,0,False,normal,low
1,Dzukou_Valley_Trek,2025-09-14 00:34:45.974607,25.5934,93.91225,True,Photo Point,0.4975030043157947,0,False,normal,low
1,Dzukou_Valley_Trek,2025-09-14 01:34:45.974607,25.596376323596097,93.91600755600619,True,Photo Point,0.05445886907074058,3,False,normal,low
1,Dzukou_Valley_Trek,2025-09-14 02:34:45.974607,25.5995,93.9195,True,Photo Point,0.4998915690885426,0,False,normal,low
1,Dzukou_Valley_Trek,2025-09-14 03:34:45.974607,25.602255256130583,93.92292225283968,True,Sunrise Point,0.45365833081012746,0,False,normal,low
1,Dzukou_Valley_Trek,2025-09-14 04:34:45.974607,25.6056,93.92675,True,Sunrise Point,0.12241713459776492,0,False,normal,low
1,Dzukou_Valley_Trek,2025-09-14 05:34:45.974607,25.609661106659,93.92951748056738,True,Valley Viewpoint,0.10283080156892843,0,False,normal,low
1,Dzukou_Valley_Trek,2025-09-14 06:34:45.974607,25.6089,93.9301,True,Valley Viewpoint,0.0,16,False,normal,low
1,Dzukou_Valley_Trek,2025-09-14 07:34:45.974607,25.6089,93.9301,True,Valley Viewpoint,0.0,20,False,normal,low
1,Dzukou_Valley_Trek,2025-09-14 08:34:45.974607,25.6089,93.9301,True,Valley Viewpoint,0.0,18,False,normal,low
1,Dzukou_Valley_Trek,2025-09-14 09:34:45.974607,25.6089,93.9301,True,Valley Viewpoint,0.0,25,False,normal,low
1,Dzukou_Valley_Trek,2025-09-14 10:34:45.974607,25.6089,93.9301,True,Valley Viewpoint,0.0,8,True,overcrowding,medium
1,Dzukou_Valley_Trek,2025-09-14 11:34:45.974607,25.609259298128013,93.93067611075847,True,Valley Viewpoint,0.07023717864389196,39,True,overcrowding,medium
1,Dzukou_Valley_Trek,2025-09-14 12:34:45.974607,25.60846440643459,93.93022429195372,True,Valley Viewpoint,0.050013522014656205,50,True,overcrowding,medium
1,Dzukou_Valley_Trek,2025-09-14 13:34:45.974607,25.609065525433927,93.93075350657746,True,Valley Viewpoint,0.06806401367054536,31,True,overcrowding,medium
1,Dzukou_Valley_Trek,2025-09-14 14:34:45.974607,25.6089,93.9301,True,Valley Viewpoint,0.0,50,True,overcrowding,medium
1,Dzukou_Valley_Trek,2025-09-14 15:34:45.974607,25.6089,93.9301,True,Valley Viewpoint,0.0,27,True,overcrowding,medium
1,Dzukou_Valley_Trek,2025-09-14 16:34:45.974607,25.608916207180297,93.92925544718277,True,Valley Viewpoint,0.08470394590342548,34,True,overcrowding,medium
1,Dzukou_Valley_Trek,2025-09-14 17:34:45.974607,25.6089,93.9301,True,Valley Viewpoint,0.0,29,False,normal,low
1,Dzukou_Valley_Trek,2025-09-14 18:34:45.974607,25.6089,93.9301,True,Valley Viewpoint,0.0,15,False,normal,low
1,Dzukou_Valley_Trek,2025-09-14 19:34:45.974607,25.6089,93.9301,True,Valley Viewpoint,0.0,4,False,normal,low
1,Dzukou_Valley_Trek,2025-09-14 20:34:45.974607,25.608888178356228,93.93029905799999,True,Valley Viewpoint,0.020003130635795733,0,False,normal,low
1,Dzukou_Valley_Trek,2025-09-14 21:34:45.974607,25.6089,93.9301,True,Valley Viewpoint,0.0,2,False,normal,low
1,Dzukou_Valley_Trek,2025-09-14 22:34:45.974607,25.608082619063147,93.93004724091172,True,Valley Viewpoint,0.09104244569593783,3,False,normal,low
1,Dzukou_Valley_Trek,2025-09-14 23:34:45.974607,25.6089,93.9301,True,Valley Viewpoint,0.0,0,False,normal,low
1,Dzukou_Valley_Trek,2025-09-15 00:34:45.974607,25.6089,93.9301,True,Valley Viewpoint,0.0,3,False,normal,low
1,Dzukou_Valley_Trek,2025-09-15 01:34:45.974607,25.6089,93.9301,True,Valley Viewpoint,0.0,5,False,normal,low
1,Dzukou_Valley_Trek,2025-09-15 02:34:45.974607,25.608892151017223,93.9303903171306,True,Valley Viewpoint,0.0291236843034866,0,False,normal,low
1,Dzukou_Valley_Trek,2025-09-15 03:34:45.974607,25.6089,93.9301,True,Valley Viewpoint,0.0,4,False,normal,low
1,Dzukou_Valley_Trek,2025-09-15 04:34:45.974607,25.6089,93.9301,True,Valley Viewpoint,0.0,4,False,normal,low
1,Dzukou_Valley_Trek,2025-09-15 05:34:45.974607,25.60890274077961,93.92987533092405,True,Valley Viewpoint,0.02253001961961404,3,False,normal,low
1,Dzukou_Valley_Trek,2025-09-15 06:34:45.974607,25.6089,93.9301,True,Valley Viewpoint,0.0,10,False,normal,low
1,Dzukou_Valley_Trek,2025-09-15 07:34:45.974607,25.60848630055558,93.9305723210404,True,Valley Viewpoint,0.06602376701419507,5,False,normal,low
1,Dzukou_Valley_Trek,2025-09-15 08:34:45.974607,25.6089,93.9301,True,Valley Viewpoint,0.0,21,False,normal,low
1,Dzukou_Valley_Trek,2025-09-15 09:34:45.974607,25.6089,93.9301,True,Valley Viewpoint,0.0,19,False,normal,low
1,Dzukou_Valley_Trek,2025-09-15 10:34:45.974607,25.6089,93.9301,True,Valley Viewpoint,0.0,7,True,overcrowding,medium
1,Dzukou_Valley_Trek,2025-09-15 11:34:45.974607,25.6089,93.9301,True,Valley Viewpoint,0.0,16,True,overcrowding,medium
1,Dzukou_Valley_Trek,2025-09-15 12:34:45.974607,25.6089,93.9301,True,Valley Viewpoint,0.0,17,True,overcrowding,medium
1,Dzukou_Valley_Trek,2025-09-15 13:34:45.974607,25.608543711047943,93.93021519563325,True,Valley Viewpoint,0.04126707050793551,35,True,overcrowding,medium
1,Dzukou_Valley_Trek,2025-09-15 14:34:45.974607,25.6089,93.9301,True,Valley Viewpoint,0.0,6,True,overcrowding,medium
1,Dzukou_Valley_Trek,2025-09-15 15:34:45.974607,25.6089,93.9301,True,Valley Viewpoint,0.0,18,True,overcrowding,medium
1,Dzukou_Valley_Trek,2025-09-15 16:34:45.974607,25.608653584438542,93.93061217939511,True,Valley Viewpoint,0.058209344288993076,25,True,overcrowding,medium
1,Dzukou_Valley_Trek,2025-09-15 17:34:45.974607,25.6089,93.9301,True,Valley Viewpoint,0.0,3,False,normal,low
1,Dzukou_Valley_Trek,2025-09-15 18:34:45.974607,25.6089,93.9301,True,Valley Viewpoint,0.0,6,False,normal,low
1,Dzukou_Valley_Trek,2025-09-15 19:34:45.974607,25.6089,93.9301,True,Valley Viewpoint,0.0,0,False,normal,low
1,Dzukou_Valley_Trek,2025-09-15 20:34:45.974607,25.6089,93.9301,True,Valley Viewpoint,0.0,4,False,normal,low
1,Dzukou_Valley_Trek,2025-09-15 21:34:45.974607,25.6089,93.9301,True,Valley Viewpoint,0.0,3,False,normal,low
1,Dzukou_Valley_Trek,2025-09-15 22:34:45.974607,25.608987836620717,93.93033412749034,True,Valley Viewpoint,0.025427024596166223,5,False,normal,low
1,Dzukou_Valley_Trek,2025-09-15 23:34:45.974607,25.6089,93.9301,True,Valley Viewpoint,0.0,1,False,normal,low
1,Dzukou_Valley_Trek,2025-09-16 00:34:45.974607,25.609753757293333,93.93073505487166,True,Valley Viewpoint,0.1143119910918296,0,False,normal,low
