latitude,longitude,speed_kmh,distance_km,direction_change_degrees,hour,day_of_week,is_weekend,is_night,is_peak_trekking_time,route_compliance_score,viewpoint_proximity,is_at_viewpoint,crowd_density_ratio,overcrowding_risk,distance_to_viewpoint,stationary_duration,avg_speed_last_3_hours,route_deviation_count,restricted_area_visits,total_distance_traveled,time_at_viewpoints,crowd_at_viewpoint,trekker_id,route_name,timestamp,is_anomaly,anomaly_type,severity
25.5788,93.8933,0.0,0.0,0.0,19,5,1,0,0,1,0,0,0.0,0,2.993890608483686,1,0.0,0,0,0.0,0,0,0,Dzukou_Valley_Trek,2025-09-13 19:34:45.953228,False,normal,low
25.58165,93.89725,0.5073248095149934,0.5073248095149934,0.0,20,5,1,1,0,0,0,0,0.0,0,2.487411172712564,2,0.0,1,0,0.5073248095149934,0,0,0,Dzukou_Valley_Trek,2025-09-13 20:34:45.953228,False,normal,low
25.5845,93.9012,0.5073174427734917,0.5073174427734917,0.0006656228392785124,21,5,1,1,0,1,0,0,0.0,0,1.9813700117340447,3,0.0,1,0,1.014642252288485,0,0,0,Dzukou_Valley_Trek,2025-09-13 21:34:45.953228,False,normal,low
25.5873,93.90505,0.4960092685908152,0.4960092685908152,0.22282365426156048,22,5,1,1,0,1,0,0,0.0,0,1.4872488546562763,4,0.5035505069597668,1,0,1.5106515208793003,0,0,0,Dzukou_Valley_Trek,2025-09-13 22:34:45.953228,False,normal,low
25.5901,93.9089,0.4960022349358398,0.4960022349358398,0.0006552371264660906,23,5,1,1,0,1,0,0,0.0,0,0.995012266906782,5,0.49977631543338225,1,0,2.0066537558151403,0,0,0,Dzukou_Valley_Trek,2025-09-13 23:34:45.953228,False,normal,low
25.593610818486923,93.91234858098188,0.5215448432584611,0.5215448432584611,9.580589563470085,0,6,1,1,0,1,1,0,0.0,0,0.4736139492908346,6,0.5045187822617053,1,0,2.528198599073601,0,0,0,Dzukou_Valley_Trek,2025-09-14 00:34:45.953228,False,normal,low
25.596423808558452,93.91563217416537,0.45416903356178906,0.45416903356178906,4.9341295002608945,1,6,1,1,0,1,3,1,0.12,0,0.0308801088530276,6,0.49057203725202997,1,0,2.9823676326353903,1,3,0,Dzukou_Valley_Trek,2025-09-14 01:34:45.953228,False,normal,low
25.5995,93.9195,0.5171511833937963,0.5171511833937963,2.1191963492927357,2,6,1,1,0,1,1,0,0.0,0,0.4998915690885426,6,0.49762168673801543,1,0,3.4995188160291866,1,0,0,Dzukou_Valley_Trek,2025-09-14 02:34:45.953228,False,normal,low
25.6023,93.9234,0.4998844051541301,0.4998844051541301,2.8851580746122636,3,6,1,1,0,1,1,0,0.0,0,0.4115166963605172,6,0.4904015407032385,1,0,3.9994032211833166,1,0,0,Dzukou_Valley_Trek,2025-09-14 03:34:45.953228,False,normal,low
25.6056,93.92675,0.49748612214232935,0.49748612214232935,9.003324878034391,4,6,1,1,0,1,1,0,0.0,0,0.1224171345977649,6,0.5048405702300852,1,0,4.496889343325646,1,0,0,Dzukou_Valley_Trek,2025-09-14 04:34:45.953228,False,normal,low
25.6089,93.9301,0.4974798612437498,0.4974798612437498,0.0007877575760062427,5,6,1,1,0,1,3,1,0.1,0,0.0,6,0.49828346284673647,1,0,4.994369204569395,2,5,0,Dzukou_Valley_Trek,2025-09-14 05:34:45.953228,False,normal,low
25.6089,93.9301,0.0,0.0,42.47154409202216,6,6,1,0,0,1,3,1,0.52,0,0.0,6,0.3316553277953597,1,0,4.994369204569395,3,26,0,Dzukou_Valley_Trek,2025-09-14 06:34:45.953228,False,normal,low
25.6089,93.9301,0.0,0.0,0.0,7,6,1,0,0,1,3,1,0.2,0,0.0,6,0.16582662041458326,1,0,4.994369204569395,4,10,0,Dzukou_Valley_Trek,2025-09-14 07:34:45.953228,False,normal,low
25.608726039946458,93.93048341829297,0.04303798922888892,0.04303798922888892,116.70839533836539,8,6,1,0,1,1,3,1,0.14,0,0.0430379892277493,6,0.01434599640962964,1,0,5.037407193798284,5,7,0,Dzukou_Valley_Trek,2025-09-14 08:34:45.953228,False,normal,low
25.6089,93.9301,0.04303798922888892,0.04303798922888892,179.99983427705484,9,6,1,0,1,1,3,1,0.3,0,0.0,6,0.02869199281925928,1,0,5.080445183027173,6,15,0,Dzukou_Valley_Trek,2025-09-14 09:34:45.953228,False,normal,low
25.6089,93.9301,0.0,0.0,63.29143893868945,10,6,1,0,1,1,3,1,0.78,0,0.0,6,0.02869199281925928,1,0,5.080445183027173,7,39,0,Dzukou_Valley_Trek,2025-09-14 10:34:45.953228,True,overcrowding,medium
25.60914401130196,93.931069361119,0.10091539985133814,0.10091539985133814,74.40293380380865,11,6,1,0,1,1,1,0,0.0,0,0.1009153998525668,6,0.047984463026742356,1,0,5.181360582878511,7,0,0,Dzukou_Valley_Trek,2025-09-14 11:34:45.953228,False,normal,low
25.6089,93.9301,0.10091539985133814,0.10091539985133814,179.99958101534435,12,6,1,0,1,1,3,1,0.7,0,0.0,6,0.06727693323422543,1,0,5.28227598272985,8,35,0,Dzukou_Valley_Trek,2025-09-14 12:34:45.953228,True,overcrowding,medium
25.609074420253755,93.92982301963646,0.03387488061127932,0.03387488061127932,50.52408686970125,13,6,1,0,1,1,3,1,0.48,0,0.0338748806112793,6,0.07856856010465187,1,0,5.316150863341129,9,24,0,Dzukou_Valley_Trek,2025-09-14 13:34:45.953228,True,overcrowding,medium
25.6089,93.9301,0.03387488061127932,0.03387488061127932,179.99988028124494,14,6,1,0,1,1,3,1,0.62,0,0.0,6,0.0562217203579656,1,0,5.350025743952408,10,31,0,Dzukou_Valley_Trek,2025-09-14 14:34:45.953228,True,overcrowding,medium
25.609524842105,93.92951622203732,0.09085078439550208,0.09085078439550208,165.04132713680355,15,6,1,0,1,1,2,1,0.1,0,0.0908507843952316,6,0.05286684853935358,1,0,5.44087652834791,11,5,0,Dzukou_Valley_Trek,2025-09-14 15:34:45.953228,True,overcrowding,medium
25.608613799268472,93.92943674154488,0.10161634744725677,0.10161634744725677,135.387723835162,16,6,1,0,1,1,2,1,0.42,0,0.0737281515426997,6,0.0754473374846794,1,0,5.542492875795166,12,21,0,Dzukou_Valley_Trek,2025-09-14 16:34:45.953228,True,overcrowding,medium
25.6089,93.9301,0.07372815154385047,0.07372815154385047,120.07013915737267,17,6,1,0,0,1,3,1,0.2,0,0.0,6,0.08873176112886977,1,0,5.616221027339017,13,10,0,Dzukou_Valley_Trek,2025-09-14 17:34:45.953228,False,normal,low
25.6089,93.9301,0.0,0.0,64.42812981007228,18,6,1,0,0,1,3,1,0.3,0,0.0,6,0.05844816633036908,1,0,5.616221027339017,14,15,0,Dzukou_Valley_Trek,2025-09-14 18:34:45.953228,False,normal,low
25.6089,93.9301,0.0,0.0,0.0,19,6,1,0,0,1,3,1,0.02,0,0.0,6,0.024576050514616823,1,0,5.616221027339017,15,1,0,Dzukou_Valley_Trek,2025-09-14 19:34:45.953228,False,normal,low
25.608876741240408,93.93096890141187,0.0871646393122815,0.0871646393122815,91.70008092235821,20,6,1,1,0,1,2,1,0.04,0,0.0871646393122815,6,0.0290548797707605,1,0,5.7033856666512985,16,2,0,Dzukou_Valley_Trek,2025-09-14 20:34:45.953228,False,normal,low
25.6089,93.9301,0.0871646393122815,0.0871646393122815,179.9996244386126,21,6,1,1,0,1,3,1,0.0,0,0.0,6,0.058109759541521,1,0,5.79055030596358,17,0,0,Dzukou_Valley_Trek,2025-09-14 21:34:45.953228,False,normal,low
25.6089,93.9301,0.0,0.0,88.2995435162544,22,6,1,1,0,1,3,1,0.1,0,0.0,6,0.058109759541521,1,0,5.79055030596358,18,5,0,Dzukou_Valley_Trek,2025-09-14 22:34:45.953228,False,normal,low
25.6089,93.9301,0.0,0.0,0.0,23,6,1,1,0,1,3,1,0.08,0,0.0,6,0.0290548797707605,1,0,5.79055030596358,19,4,0,Dzukou_Valley_Trek,2025-09-14 23:34:45.953228,False,normal,low
25.6089,93.9301,0.0,0.0,0.0,0,0,0,1,0,1,3,1,0.0,0,0.0,6,0.0,1,0,5.79055030596358,20,0,0,Dzukou_Valley_Trek,2025-09-15 00:34:45.953228,False,normal,low
25.6089,93.9301,0.0,0.0,0.0,1,0,0,1,0,1,3,1,0.02,0,0.0,6,0.0,1,0,5.79055030596358,21,1,0,Dzukou_Valley_Trek,2025-09-15 01:34:45.953228,False,normal,low
25.6089,93.9301,0.0,0.0,0.0,2,0,0,1,0,1,3,1,0.04,0,0.0,6,0.0,1,0,5.79055030596358,22,2,0,Dzukou_Valley_Trek,2025-09-15 02:34:45.953228,False,normal,low
25.6089,93.9301,0.0,0.0,0.0,3,0,0,1,0,1,3,1,0.06,0,0.0,6,0.0,1,0,5.79055030596358,23,3,0,Dzukou_Valley_Trek,2025-09-15 03:34:45.953228,False,normal,low
25.6089,93.9301,0.0,0.0,0.0,4,0,0,1,0,1,3,1,0.1,0,0.0,6,0.0,1,0,5.79055030596358,24,5,0,Dzukou_Valley_Trek,2025-09-15 04:34:45.953228,False,normal,low
25.6089,93.9301,0.0,0.0,0.0,5,0,0,1,0,1,3,1,0.08,0,0.0,6,0.0,1,0,5.79055030596358,25,4,0,Dzukou_Valley_Trek,2025-09-15 05:34:45.953228,False,normal,low
25.6089,93.9301,0.0,0.0,0.0,6,0,0,0,0,1,3,1,0.48,0,0.0,6,0.0,1,0,5.79055030596358,26,24,0,Dzukou_Valley_Trek,2025-09-15 06:34:45.953228,False,normal,low
25.6089,93.9301,0.0,0.0,0.0,7,0,0,0,0,1,3,1,0.12,0,0.0,6,0.0,1,0,5.79055030596358,27,6,0,Dzukou_Valley_Trek,2025-09-15 07:34:45.953228,False,normal,low
25.6089,93.9301,0.0,0.0,0.0,8,0,0,0,1,1,3,1,0.48,0,0.0,6,0.0,1,0,5.79055030596358,28,24,0,Dzukou_Valley_Trek,2025-09-15 08:34:45.953228,False,normal,low
25.60871399105193,93.93052539831208,0.04740554014127233,0.04740554014127233,115.8682395284626,9,0,0,0,1,1,3,1,0.3,0,0.0474055401412723,6,0.015801846713757443,1,0,5.837955846104853,29,15,0,Dzukou_Valley_Trek,2025-09-15 09:34:45.953228,False,normal,low
25.6089,93.9301,0.04740554014127233,0.04740554014127233,179.99981613243648,10,0,0,0,1,1,3,1,0.16,0,0.0,6,0.03160369342751489,1,0,5.885361386246125,30,8,0,Dzukou_Valley_Trek,2025-09-15 10:34:45.953228,True,overcrowding,medium
25.6083441411505,93.92889976849412,0.1352935118423358,0.1352935118423358,53.052119120236,11,0,0,0,1,1,1,0,0.0,0,0.1352935118423358,6,0.07670153070829348,1,0,6.020654898088461,30,0,0,Dzukou_Valley_Trek,2025-09-15 11:34:45.953228,False,normal,low
25.6089,93.9301,0.1352935118423358,0.1352935118423358,179.999481234261,12,0,0,0,1,1,3,1,0.32,0,0.0,6,0.10599752127531463,1,0,6.155948409930796,31,16,0,Dzukou_Valley_Trek,2025-09-15 12:34:45.953228,True,overcrowding,medium
25.6089,93.9301,0.0,0.0,62.815785510051114,13,0,0,0,1,1,3,1,0.52,0,0.0,6,0.0901956745615572,1,0,6.155948409930796,32,26,0,Dzukou_Valley_Trek,2025-09-15 13:34:45.953228,True,overcrowding,medium
25.6089,93.9301,0.0,0.0,0.0,14,0,0,0,1,1,3,1,0.8,0,0.0,6,0.0450978372807786,1,0,6.155948409930796,33,40,0,Dzukou_Valley_Trek,2025-09-15 14:34:45.953228,True,overcrowding,medium
25.6089,93.9301,0.0,0.0,0.0,15,0,0,0,1,1,3,1,0.74,0,0.0,6,0.0,1,0,6.155948409930796,34,37,0,Dzukou_Valley_Trek,2025-09-15 15:34:45.953228,True,overcrowding,medium
25.6089,93.9301,0.0,0.0,0.0,16,0,0,0,1,1,3,1,0.24,0,0.0,6,0.0,1,0,6.155948409930796,35,12,0,Dzukou_Valley_Trek,2025-09-15 16:34:45.953228,True,overcrowding,medium
25.608892716713857,93.92969015002986,0.04110434878374399,0.04110434878374399,91.12886298649545,17,0,0,0,0,1,3,1,0.3,0,0.0411043487837439,6,0.013701449594581331,1,0,6.19705275871454,36,15,0,Dzukou_Valley_Trek,2025-09-15 17:34:45.953228,False,normal,low
25.6089,93.9301,0.04110434878374399,0.04110434878374399,179.99982285242226,18,0,0,0,0,1,3,1,0.38,0,0.0,6,0.027402899189162663,1,0,6.238157107498284,37,19,0,Dzukou_Valley_Trek,2025-09-15 18:34:45.953228,False,normal,low
